timestamp,p_x,p_y,p_z,q_w,q_x,q_y,q_z,v_x,v_y,v_z,ba_x,ba_y,ba_z,bg_x,bg_y,bg_z
5.000000000000000000e-01,9.982303695758412351e-03,4.858221700764727563e-02,2.007070687216653493e+00,9.999397708562979270e-01,3.426022200607445074e-03,1.029686731360232241e-02,1.640596007999569348e-03,2.454354597024509255e-02,-9.295136031783671898e-03,2.059415600090536494e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.500000000000000444e-01,1.121564186797093486e-02,4.804016981811334158e-02,2.008154274852422816e+00,9.999395596467248737e-01,3.748282470327048924e-03,1.018061400564736207e-02,1.783964827136583046e-03,2.526745721205159514e-02,-1.244728453278023776e-02,2.318093394874809823e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.000000000000000888e-01,1.252587928989979359e-02,4.736544983972773570e-02,2.009394233924490791e+00,9.999380807340095823e-01,4.218583578026176110e-03,1.013785882035100547e-02,1.806119907205271536e-03,2.681296396894701506e-02,-1.587586979275070614e-02,2.605411333118908337e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.500000000000000222e-01,1.390942599830254263e-02,4.653502825102482504e-02,2.010733159581137297e+00,9.999352259730786008e-01,4.610776259823946670e-03,1.017141497635150674e-02,2.197024767458662705e-03,2.916919661058901825e-02,-1.782015965325524365e-02,2.748375661245093179e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.000000000000000666e-01,1.545215176839465077e-02,4.559062006604474443e-02,2.012154546131749822e+00,9.999305597825028924e-01,5.118761989693866241e-03,1.033994470342811112e-02,2.399881720681705695e-03,3.130676137843486223e-02,-2.113709346425044974e-02,2.982710312314169887e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.500000000000000000e-01,1.706696328837043614e-02,4.453169944816292442e-02,2.013567927460030660e+00,9.999293840048131266e-01,5.508969540626496540e-03,1.021974210105853174e-02,2.536755751567790988e-03,3.324385835899514030e-02,-2.168159086822927378e-02,2.770132453924627550e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
8.000000000000000444e-01,1.877221748185115349e-02,4.343248458672543943e-02,2.014976135321382422e+00,9.999288667893225790e-01,5.696951985095268824e-03,1.013550002676492229e-02,2.660401982432258113e-03,3.413325241296145951e-02,-2.227305548578671288e-02,2.791642634371101564e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
8.500000000000000888e-01,2.049506477844183563e-02,4.225211359401601779e-02,2.016385645678043126e+00,9.999273185619512727e-01,5.963846132373025813e-03,1.008086423280317619e-02,2.857675477543568116e-03,3.416502558990763827e-02,-2.521224575333185294e-02,2.886332327335884920e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.000000000000000222e-01,2.220789481001764556e-02,4.090098699708512309e-02,2.017825399360569261e+00,9.999240830251800993e-01,6.407329126999228644e-03,1.006211756334720632e-02,3.086763653457742090e-03,3.508197841591489258e-02,-2.929421831313009511e-02,2.935923882472211630e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.500000000000000666e-01,2.397375001842697723e-02,3.935629189144550233e-02,2.019352542981547760e+00,9.999239907930119742e-01,6.686119849891484362e-03,9.834695943495553455e-03,3.253796801954418009e-03,3.663069621612764781e-02,-3.265781350456913729e-02,3.142952304331929347e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,2.586653514016037589e-02,3.763875594710560518e-02,2.020999874085811943e+00,9.999210386449147725e-01,6.866176559711993643e-03,9.902789804617248212e-03,3.564666718105256871e-03,3.910028206663845179e-02,-3.555338804234314809e-02,3.447170667060085736e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.050000000000000044e+00,2.790085073839783034e-02,3.580383853220618640e-02,2.022817574082298453e+00,9.999177298697597971e-01,6.980028350125231859e-03,1.005176716856139539e-02,3.843783699256724060e-03,4.275110231020085028e-02,-3.749002375511098495e-02,3.767001124976857712e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.100000000000000089e+00,4.895069228226503477e-02,3.354596915717605182e-02,2.055133927582347919e+00,9.998775891574024355e-01,9.362074518887372049e-03,1.060284972141637555e-02,6.688635082640916746e-03,7.141155013565379794e-02,-7.682521646342482802e-02,5.412023564130639258e-02,-9.394573398490832158e-04,2.285967365506635669e-03,2.371781635148698109e-02,4.561037538115864792e-03,1.034752287187934352e-03,-4.887931021061968015e-03
1.150000000000000133e+00,1.557209374285405123e-03,5.262647471456824433e-02,2.009438502143920058e+00,9.999156348347307821e-01,5.896804432993136419e-03,8.498511660117700345e-03,7.856602961776770061e-03,8.810180373626949613e-03,-1.974579362635188462e-02,5.437708280066871902e-03,-2.897971294402922234e-03,1.393208177513958123e-03,3.643320639785803394e-02,4.084277035258091458e-03,1.200372120608495961e-03,-4.999950968747873120e-03
1.200000000000000178e+00,2.027896615175568858e-03,5.158647604231189621e-02,2.009740063513852704e+00,9.999156174158420063e-01,6.156010011643888065e-03,8.277704813694398631e-03,7.895643840089125801e-03,9.634534886606177517e-03,-2.040151039925201457e-02,5.812009447702995261e-03,-2.897971294402922234e-03,1.393208177513958123e-03,3.643320639785803394e-02,4.084277035258091458e-03,1.200372120608495961e-03,-4.999950968747873120e-03
1.250000000000000000e+00,2.578911986678383231e-03,5.048499735647549863e-02,2.010027335254516601e+00,9.999140573744839111e-01,6.201052364729581906e-03,8.160139865929613018e-03,8.175385730085891339e-03,1.172407206342489065e-02,-2.311136667643610282e-02,5.818269267119131546e-03,-2.897971294402922234e-03,1.393208177513958123e-03,3.643320639785803394e-02,4.084277035258091458e-03,1.200372120608495961e-03,-4.999950968747873120e-03
1.300000000000000044e+00,3.231896750195612390e-03,4.929512481449953298e-02,2.010341863996973455e+00,9.999147853855652190e-01,6.207908706885258490e-03,7.929050179819364247e-03,8.307466525480419056e-03,1.344697745769981440e-02,-2.432356914082019553e-02,6.424845315536400168e-03,-2.897971294402922234e-03,1.393208177513958123e-03,3.643320639785803394e-02,4.084277035258091458e-03,1.200372120608495961e-03,-4.999950968747873120e-03
1.350000000000000089e+00,3.907830544626038002e-03,4.797466767269731314e-02,2.010604208524651604e+00,9.999127137629113538e-01,6.316907681312819607e-03,7.641432585325511236e-03,8.733272048880087735e-03,1.347714335320486338e-02,-2.794257498771379050e-02,4.169922815094232078e-03,-2.897971294402922234e-03,1.393208177513958123e-03,3.643320639785803394e-02,4.084277035258091458e-03,1.200372120608495961e-03,-4.999950968747873120e-03
1.400000000000000133e+00,4.564358923371245047e-03,4.650208702262986771e-02,2.010774505085552555e+00,9.999087715166757873e-01,6.344527865769535036e-03,7.522209916047272946e-03,9.252673567773010352e-03,1.226541304721475052e-02,-2.982692615911951631e-02,2.369411884638416860e-03,-2.897971294402922234e-03,1.393208177513958123e-03,3.643320639785803394e-02,4.084277035258091458e-03,1.200372120608495961e-03,-4.999950968747873120e-03
1.450000000000000178e+00,5.181210958733476618e-03,4.501649552281786898e-02,2.010879020554997343e+00,9.999075157904068201e-01,6.534432248772544839e-03,7.287046609273847668e-03,9.442457982846689038e-03,1.160434305489918896e-02,-3.087345564488774841e-02,1.745329595675078165e-03,-2.897971294402922234e-03,1.393208177513958123e-03,3.643320639785803394e-02,4.084277035258091458e-03,1.200372120608495961e-03,-4.999950968747873120e-03
1.500000000000000000e+00,5.802019862157267727e-03,4.340019286203276871e-02,2.010992848170641167e+00,9.999051187352234749e-01,6.788828134751609400e-03,7.128896335647394444e-03,9.635568311779247122e-03,1.206067822677236480e-02,-3.292564128217489311e-02,2.505685149250944186e-03,-2.897971294402922234e-03,1.393208177513958123e-03,3.643320639785803394e-02,4.084277035258091458e-03,1.200372120608495961e-03,-4.999950968747873120e-03
1.550000000000000044e+00,6.355351671308667912e-03,4.166998060040362495e-02,2.011123444543710725e+00,9.999034882639298294e-01,6.802294200346245198e-03,6.988970217689876273e-03,9.894303741720449075e-03,9.928840866822922009e-03,-3.473914068537097000e-02,2.308374370114422806e-03,-2.897971294402922234e-03,1.393208177513958123e-03,3.643320639785803394e-02,4.084277035258091458e-03,1.200372120608495961e-03,-4.999950968747873120e-03
1.600000000000000089e+00,6.854217841466417500e-03,3.995971715565944243e-02,2.011230983703503838e+00,9.999006783420145705e-01,6.993621849096152976e-03,6.833204526912036413e-03,1.015037046143230613e-02,1.029350028916324426e-02,-3.431704058499216586e-02,1.758516822258007241e-03,-2.897971294402922234e-03,1.393208177513958123e-03,3.643320639785803394e-02,4.084277035258091458e-03,1.200372120608495961e-03,-4.999950968747873120e-03
1.650000000000000133e+00,7.323008332414473326e-03,3.824915781411790394e-02,2.011327081665969185e+00,9.998979312652047646e-01,7.215504165044663021e-03,6.527982943517228638e-03,1.046178712730651446e-02,8.580870680653818888e-03,-3.423486415308849007e-02,2.047505452383678072e-03,-2.897971294402922234e-03,1.393208177513958123e-03,3.643320639785803394e-02,4.084277035258091458e-03,1.200372120608495961e-03,-4.999950968747873120e-03
1.700000000000000178e+00,7.759990405615731571e-03,3.651655772367124603e-02,2.011408714970595479e+00,9.998942770026605364e-01,7.381222583953286551e-03,6.334285797105565843e-03,1.080875542944984696e-02,8.347370203376532419e-03,-3.509406290682691443e-02,1.712003029738308306e-03,-2.897971294402922234e-03,1.393208177513958123e-03,3.643320639785803394e-02,4.084277035258091458e-03,1.200372120608495961e-03,-4.999950968747873120e-03
1.750000000000000000e+00,8.171617869288865660e-03,3.481368295326425777e-02,2.011498824535521646e+00,9.998911167554916934e-01,7.584143153342565863e-03,6.062610414560287535e-03,1.111216275288244744e-02,7.934235262770200983e-03,-3.433807503300826541e-02,9.227708237370202751e-04,-2.897971294402922234e-03,1.393208177513958123e-03,3.643320639785803394e-02,4.084277035258091458e-03,1.200372120608495961e-03,-4.999950968747873120e-03
1.800000000000000044e+00,8.562813831148626334e-03,3.308047491689779240e-02,2.011497640252638330e+00,9.998885391444245485e-01,7.471025798922234853e-03,5.724975703120263604e-03,1.158955194729648953e-02,7.755431633376524969e-03,-3.446253872069654500e-02,-1.044851129697329552e-03,-2.897971294402922234e-03,1.393208177513958123e-03,3.643320639785803394e-02,4.084277035258091458e-03,1.200372120608495961e-03,-4.999950968747873120e-03
1.850000000000000089e+00,8.931542287676204686e-03,3.140435978554240865e-02,2.011424291119273011e+00,9.998866945573138265e-01,7.567689813354035004e-03,5.543805347152944152e-03,1.177260975361407377e-02,7.647184789987968717e-03,-3.393687444923235846e-02,-1.498127008515368671e-03,-2.897971294402922234e-03,1.393208177513958123e-03,3.643320639785803394e-02,4.084277035258091458e-03,1.200372120608495961e-03,-4.999950968747873120e-03
1.900000000000000133e+00,9.249279790833847201e-03,2.970193590960798491e-02,2.011334181110159047e+00,9.998835043980569548e-01,7.463202482001720164e-03,5.527128228838848120e-03,1.211317856368070850e-02,5.169140265511873791e-03,-3.495583383187578913e-02,-2.140031811585270914e-03,-2.897971294402922234e-03,1.393208177513958123e-03,3.643320639785803394e-02,4.084277035258091458e-03,1.200372120608495961e-03,-4.999950968747873120e-03
1.950000000000000178e+00,9.476570405779821335e-03,2.792350055327622385e-02,2.011226482448499553e+00,9.998834270078816866e-01,7.389117850822858949e-03,5.200789288901954376e-03,1.230792927884946653e-02,5.125252318477920531e-03,-3.558661821527030200e-02,-3.467407471427678620e-03,-2.897971294402922234e-03,1.393208177513958123e-03,3.643320639785803394e-02,4.084277035258091458e-03,1.200372120608495961e-03,-4.999950968747873120e-03
2.000000000000000000e+00,9.710877658141275556e-03,2.607911309087895119e-02,2.011057835866289611e+00,9.998785316806766410e-01,7.507350864435484439e-03,5.158248538473326518e-03,1.264729374640346377e-02,4.664298880559027485e-03,-3.755652783093881009e-02,-3.170151340524618010e-03,-2.897971294402922234e-03,1.393208177513958123e-03,3.643320639785803394e-02,4.084277035258091458e-03,1.200372120608495961e-03,-4.999950968747873120e-03
2.050000000000000266e+00,9.957762613405576543e-03,2.419921805986418109e-02,2.010861280169945697e+00,9.998721168005491045e-01,7.712810569345631903e-03,5.073879150569923606e-03,1.305826743009457294e-02,5.518859949603054267e-03,-3.775833645319687237e-02,-4.461053639582012766e-03,-2.897971294402922234e-03,1.393208177513958123e-03,3.643320639785803394e-02,4.084277035258091458e-03,1.200372120608495961e-03,-4.999950968747873120e-03
2.100000000000000089e+00,1.019613714783438978e-02,2.225934774920811099e-02,2.010636102274458548e+00,9.998690910147133293e-01,7.646518656210541352e-03,4.987227145949401329e-03,1.335886040221308246e-02,2.689346658438666014e-03,-3.888447767112580833e-02,-5.204426799881838560e-03,-2.897971294402922234e-03,1.393208177513958123e-03,3.643320639785803394e-02,4.084277035258091458e-03,1.200372120608495961e-03,-4.999950968747873120e-03
2.149999999999999911e+00,1.032060510121017224e-02,2.034808542206060361e-02,2.010401779114498577e+00,9.998632903165347585e-01,7.660675065763277239e-03,4.830577924779123900e-03,1.383402514969064509e-02,2.293081777483822747e-03,-3.713771167563379577e-02,-3.841978082830571628e-03,-2.897971294402922234e-03,1.393208177513958123e-03,3.643320639785803394e-02,4.084277035258091458e-03,1.200372120608495961e-03,-4.999950968747873120e-03
2.200000000000000178e+00,1.046526925141280651e-02,1.847377147643681702e-02,2.010175078084239786e+00,9.998590132115308116e-01,7.847335761500500231e-03,4.528512799170042805e-03,1.413738281783214618e-02,2.939234844018928303e-03,-3.802603234696864259e-02,-6.235137105058918133e-03,-2.897971294402922234e-03,1.393208177513958123e-03,3.643320639785803394e-02,4.084277035258091458e-03,1.200372120608495961e-03,-4.999950968747873120e-03
2.250000000000000000e+00,1.054087219801828380e-02,1.657585848568914749e-02,2.009863016064869168e+00,9.998534696636670605e-01,8.075946607182006576e-03,4.268946506127433392e-03,1.447737488815584173e-02,5.712692510276708808e-04,-3.824914508688501136e-02,-6.146779458323113621e-03,-2.897971294402922234e-03,1.393208177513958123e-03,3.643320639785803394e-02,4.084277035258091458e-03,1.200372120608495961e-03,-4.999950968747873120e-03
2.300000000000000266e+00,1.057217651323329177e-02,1.462138481212756427e-02,2.009547677757443473e+00,9.998505243055709757e-01,8.149023765877451767e-03,3.795082871262180860e-03,1.476887956272418360e-02,5.567624406129492633e-04,-3.980479033564688490e-02,-7.617572525846962733e-03,-2.897971294402922234e-03,1.393208177513958123e-03,3.643320639785803394e-02,4.084277035258091458e-03,1.200372120608495961e-03,-4.999950968747873120e-03
2.350000000000000089e+00,1.057974879652035134e-02,1.261990714101763472e-02,2.009193121995594744e+00,9.998473534628135040e-01,8.198750107402124829e-03,3.599547929669791920e-03,1.500311716898172949e-02,-5.272298156183680270e-04,-3.943985365221516770e-02,-7.087517624618951823e-03,-2.897971294402922234e-03,1.393208177513958123e-03,3.643320639785803394e-02,4.084277035258091458e-03,1.200372120608495961e-03,-4.999950968747873120e-03
2.400000000000000355e+00,1.056996817470442357e-02,1.063054087206036051e-02,2.008860044845043991e+00,9.998418397087134313e-01,8.348997618556931732e-03,3.352567582022855999e-03,1.534112438084218183e-02,7.635533298527692162e-05,-4.020054842792911837e-02,-7.496022254097090345e-03,-2.897971294402922234e-03,1.393208177513958123e-03,3.643320639785803394e-02,4.084277035258091458e-03,1.200372120608495961e-03,-4.999950968747873120e-03
2.450000000000000178e+00,1.052230779689459356e-02,8.637324959559768492e-03,2.008461405187393023e+00,9.998393575201131034e-01,8.353285749836984395e-03,3.226177350621941414e-03,1.552654342251719340e-02,-1.371050262138669672e-03,-3.909160932011388617e-02,-8.487589836510583269e-03,-2.897971294402922234e-03,1.393208177513958123e-03,3.643320639785803394e-02,4.084277035258091458e-03,1.200372120608495961e-03,-4.999950968747873120e-03
2.500000000000000000e+00,1.044181321690726069e-02,6.643458724754656118e-03,2.008038514197556523e+00,9.998381657378040410e-01,8.350995231096586258e-03,2.935850973778535503e-03,1.566154499956704318e-02,-2.159641351771467328e-03,-4.118594470852367240e-02,-7.996906984121377945e-03,-2.897971294402922234e-03,1.393208177513958123e-03,3.643320639785803394e-02,4.084277035258091458e-03,1.200372120608495961e-03,-4.999950968747873120e-03
2.550000000000000266e+00,1.030298328022853649e-02,4.562666467315431955e-03,2.007610728493783636e+00,9.998319164837928819e-01,8.478676449965048822e-03,2.665327765537413730e-03,1.603579913521252856e-02,-2.706375046822783945e-03,-4.144500393836662161e-02,-8.698813321857533365e-03,-2.897971294402922234e-03,1.393208177513958123e-03,3.643320639785803394e-02,4.084277035258091458e-03,1.200372120608495961e-03,-4.999950968747873120e-03
2.600000000000000089e+00,1.008532645003355419e-02,2.502855057514406008e-03,2.007145447823775797e+00,9.998237883328271458e-01,8.440468826674993666e-03,2.531833305734364735e-03,1.657530059733132097e-02,-5.741071168564478716e-03,-4.141315006746026928e-02,-1.018031980861467713e-02,-2.897971294402922234e-03,1.393208177513958123e-03,3.643320639785803394e-02,4.084277035258091458e-03,1.200372120608495961e-03,-4.999950968747873120e-03
2.650000000000000355e+00,9.758309548589867710e-03,4.002834807517070825e-04,2.006579823168993748e+00,9.998207071121762990e-01,8.376511507665026016e-03,2.243983650823946994e-03,1.683306929958655954e-02,-7.058250111765315173e-03,-4.234958831815274771e-02,-1.221393437209438056e-02,-2.897971294402922234e-03,1.393208177513958123e-03,3.643320639785803394e-02,4.084277035258091458e-03,1.200372120608495961e-03,-4.999950968747873120e-03
2.700000000000000178e+00,9.358305542988882078e-03,-1.703528189785793361e-03,2.005930105643213057e+00,9.998192513634903689e-01,8.231936621957262196e-03,2.255069340257214068e-03,1.698865753001982740e-02,-9.036033191260632938e-03,-4.215479763380601541e-02,-1.364516937765333435e-02,-2.897971294402922234e-03,1.393208177513958123e-03,3.643320639785803394e-02,4.084277035258091458e-03,1.200372120608495961e-03,-4.999950968747873120e-03
2.750000000000000000e+00,8.917101448824618290e-03,-3.811619566527819046e-03,2.005276746919022912e+00,9.998155241077661959e-01,8.326314190347355523e-03,2.071377797824317142e-03,1.718428465590263535e-02,-8.237714680598142228e-03,-4.222917964546370195e-02,-1.326771547818170714e-02,-2.897971294402922234e-03,1.393208177513958123e-03,3.643320639785803394e-02,4.084277035258091458e-03,1.200372120608495961e-03,-4.999950968747873120e-03
2.800000000000000266e+00,8.467263933151468469e-03,-5.945649099932454572e-03,2.004571472782957553e+00,9.998069111761801464e-01,8.221456531621785038e-03,1.883568535272216269e-03,1.774824460101483842e-02,-8.549038210676722718e-03,-4.338305700032889928e-02,-1.452405550912460631e-02,-2.897971294402922234e-03,1.393208177513958123e-03,3.643320639785803394e-02,4.084277035258091458e-03,1.200372120608495961e-03,-4.999950968747873120e-03
2.850000000000000089e+00,7.980415628708895093e-03,-8.048105524812922129e-03,2.003777683791364783e+00,9.997992855339892238e-01,8.316142197681893750e-03,1.700471292509251470e-03,1.814769467607399780e-02,-1.040514942257392966e-02,-3.964529509354704218e-02,-1.649674455984717625e-02,-2.897971294402922234e-03,1.393208177513958123e-03,3.643320639785803394e-02,4.084277035258091458e-03,1.200372120608495961e-03,-4.999950968747873120e-03
2.900000000000000355e+00,7.423341019971585117e-03,-9.943591987070942231e-03,2.002922173850290033e+00,9.997913332267566178e-01,8.290672980448981350e-03,1.414688001964207759e-03,1.861594488745765136e-02,-1.225786186967250252e-02,-3.764029345351284361e-02,-1.806518002298424658e-02,-2.897971294402922234e-03,1.393208177513958123e-03,3.643320639785803394e-02,4.084277035258091458e-03,1.200372120608495961e-03,-4.999950968747873120e-03
2.950000000000000178e+00,6.783801131777005000e-03,-1.178455361519567708e-02,2.001963993671382003e+00,9.997860708772725591e-01,8.362784809445333520e-03,1.306957439597838033e-03,1.887241829409250227e-02,-1.250820482885782285e-02,-3.591034069706098425e-02,-1.857379593798111003e-02,-2.897971294402922234e-03,1.393208177513958123e-03,3.643320639785803394e-02,4.084277035258091458e-03,1.200372120608495961e-03,-4.999950968747873120e-03
3.000000000000000000e+00,6.104939440087061610e-03,-1.355468132710331737e-02,2.000986573170456140e+00,9.997778536010629713e-01,8.387552631033841008e-03,1.087310641483301126e-03,1.930570292121190634e-02,-1.324214816759575891e-02,-3.461637769069634413e-02,-2.013840556032036808e-02,-2.897971294402922234e-03,1.393208177513958123e-03,3.643320639785803394e-02,4.084277035258091458e-03,1.200372120608495961e-03,-4.999950968747873120e-03
3.050000000000000266e+00,5.422561089480320944e-03,-1.527512155528382674e-02,1.999985366049460644e+00,9.997749620465146148e-01,8.185145211875650278e-03,9.864058485484321348e-04,1.954624430044391709e-02,-1.431857682161067485e-02,-3.477380766818119473e-02,-2.023835664631642300e-02,-2.897971294402922234e-03,1.393208177513958123e-03,3.643320639785803394e-02,4.084277035258091458e-03,1.200372120608495961e-03,-4.999950968747873120e-03
3.100000000000000089e+00,4.630375815647507810e-03,-1.694729235686176158e-02,1.998981849074226380e+00,9.997690086462742709e-01,8.254967930228179415e-03,8.369760381683441540e-04,1.982635433024377072e-02,-1.770702404262046101e-02,-3.183689368496629007e-02,-2.142102785697311967e-02,-2.897971294402922234e-03,1.393208177513958123e-03,3.643320639785803394e-02,4.084277035258091458e-03,1.200372120608495961e-03,-4.999950968747873120e-03
3.150000000000000355e+00,3.715656765133361957e-03,-1.852336104153441687e-02,1.997914503702646893e+00,9.997608799670150148e-01,8.313606110580719355e-03,5.042172126523451151e-04,2.021911486738354330e-02,-1.796146390194079331e-02,-3.099625272605431928e-02,-2.079889461288981709e-02,-2.897971294402922234e-03,1.393208177513958123e-03,3.643320639785803394e-02,4.084277035258091458e-03,1.200372120608495961e-03,-4.999950968747873120e-03
3.200000000000000178e+00,2.833761309380950291e-03,-2.007334784097371608e-02,1.996855833727003260e+00,9.997537883881956189e-01,8.210573312313803815e-03,3.934613793898722261e-04,2.061053802007479022e-02,-1.780986462786832147e-02,-3.060828325330459954e-02,-2.158930704234915746e-02,-2.897971294402922234e-03,1.393208177513958123e-03,3.643320639785803394e-02,4.084277035258091458e-03,1.200372120608495961e-03,-4.999950968747873120e-03
3.250000000000000000e+00,1.880401661765186997e-03,-2.159920556197096608e-02,1.995782788823510678e+00,9.997484986901183923e-01,8.211746641573987315e-03,1.359555564828500841e-04,2.086835163676080060e-02,-2.052187995393418840e-02,-2.949910469466849455e-02,-2.158837773118460826e-02,-2.897971294402922234e-03,1.393208177513958123e-03,3.643320639785803394e-02,4.084277035258091458e-03,1.200372120608495961e-03,-4.999950968747873120e-03
