timestamp,px,py,pz,vx,vy,vz,qw,qx,qy,qz,bax,bay,baz,bgx,bgy,bgz
5.000000000000000000e-01,3.951486570729645820e+00,6.297660471029123963e-01,2.118632530350541554e+00,-1.944406643018455338e-01,1.255695327524439575e+00,2.288147945730125421e-01,6.493784159740989548e-01,-3.798073882368876975e-04,2.439795692874876371e-04,7.604652977534790415e-01,-1.766278081228819449e-02,5.173771565968477565e-03,1.262629996391471075e-02,1.473820344723676505e-03,-1.049820605650323107e-04,-3.606440599276315674e-04
5.500000000000000444e-01,3.941279292900169651e+00,6.925024177843007722e-01,2.130018466690605461e+00,-2.138519618213115536e-01,1.253741848367854628e+00,2.266291291940459862e-01,6.433801827109071336e-01,-3.970795400712993114e-04,2.176592349272588370e-04,7.655466905729370053e-01,-1.766278081228819449e-02,5.173771565968477565e-03,1.262629996391471075e-02,1.473820344723676505e-03,-1.049820605650323107e-04,-3.606440599276315674e-04
6.000000000000000888e-01,3.930859097674062497e+00,7.560844427677247959e-01,2.142262944419904613e+00,-2.328902340883853561e-01,1.254411904826430835e+00,2.272568749991455417e-01,6.372924863017261909e-01,-1.060227172766515895e-04,5.438240783010618584e-04,7.706218138087705949e-01,-2.116393965088126522e-02,-1.063209476139801921e-03,8.421316778249678114e-03,-1.127985991840114565e-03,3.411722219595773376e-04,1.704779104200652247e-04
6.500000000000000222e-01,3.917032026344486884e+00,8.209047093137165074e-01,2.153063236218240917e+00,-2.579198786723523318e-01,1.258797390102647462e+00,2.241256090093183273e-01,6.313415229237960835e-01,-3.850327996602439422e-04,5.409044196969534438e-04,7.755046360947263073e-01,-2.808106902363195073e-02,-4.775267783482897190e-03,8.401636354907218718e-03,-1.041238915874364733e-03,5.029502353195798494e-04,7.043094739041993796e-04
7.000000000000000666e-01,3.903096503530643524e+00,8.823313536013309699e-01,2.164025605030428512e+00,-2.800217394285817174e-01,1.252126879701368711e+00,2.237112968931032619e-01,6.252517203602698803e-01,-1.789064698277370157e-04,2.332703981463296746e-04,7.804230902298566752e-01,-2.820740220372591409e-02,-7.719510474406635243e-03,1.926231306102588192e-03,-1.112823938209434819e-03,8.080065254310011191e-04,9.413730875239462214e-04
7.500000000000000000e-01,3.886907139366824637e+00,9.472608535115862871e-01,2.174624003670165173e+00,-3.055920452544587107e-01,1.255925896114992169e+00,2.207372520128555171e-01,6.191619086737483180e-01,-3.733241364831321610e-04,2.700569142517306545e-04,7.852632160911606762e-01,-3.504639809014376689e-02,-1.125106829694031384e-02,1.016113162125610592e-03,-1.385009024057302571e-03,8.454163756839102890e-04,1.258725534065473304e-03
8.000000000000000444e-01,3.870100612496792269e+00,1.011501679178567592e+00,2.185506040134434169e+00,-3.296205974222802260e-01,1.257018915471942888e+00,2.185588846194769230e-01,6.130532575145333229e-01,-5.110002498213602742e-04,1.786135481407461368e-04,7.900413979196055925e-01,-3.958092320446662121e-02,-1.250237935080944496e-02,-2.392891102737599099e-04,-1.389114351105854780e-03,9.376779007277648769e-04,1.599973632470791428e-03
8.500000000000000888e-01,3.852986257465222053e+00,1.070713295165545587e+00,2.196340827449512645e+00,-3.510698235557718760e-01,1.245544487125670008e+00,2.155677790160765994e-01,6.069457567319456182e-01,-1.208813426492260333e-04,-1.221490460475957213e-04,7.947432408346719601e-01,-3.824816829677117613e-02,-1.597672818429684768e-02,7.174228222863996730e-04,-1.471097404647111161e-03,1.215453587195029599e-03,2.005058720162444970e-03
9.000000000000000222e-01,3.835059018379415985e+00,1.130984979068593521e+00,2.207636982220191779e+00,-3.717073728258140086e-01,1.237679987459480824e+00,2.146422063305134242e-01,6.007709410609147760e-01,1.710207320060970395e-04,-2.918522565486670185e-04,7.994211417963327238e-01,-3.997173029169335395e-02,-1.763314633551629415e-02,-1.826539325094338456e-03,-1.596087637092704053e-03,1.270282618353987336e-03,2.237657592388409260e-03
9.500000000000000666e-01,3.816345013622482352e+00,1.191836438576667767e+00,2.218108071448148255e+00,-3.902471656755564511e-01,1.231567933669863057e+00,2.118622603716640573e-01,5.946195594827984321e-01,3.115458859601355360e-04,-1.682684938325418984e-04,8.040071231682947017e-01,-3.716430287011714129e-02,-1.754067016690697908e-02,-1.944788700507810641e-03,-1.718900657023242221e-03,1.282735145131393790e-03,2.379491619502674057e-03
1.000000000000000000e+00,3.797268879507350814e+00,1.251396547391836034e+00,2.228129222787464947e+00,-4.071840282552673385e-01,1.223597417436245172e+00,2.077167504259938291e-01,5.884401254021314198e-01,4.498140411784611265e-04,1.197431641087243873e-05,8.085406708018266775e-01,-3.249585743456696874e-02,-1.731877062595231845e-02,-1.054043786370567354e-04,-1.783003068098790080e-03,1.305342807091676612e-03,2.516495604725285575e-03
1.050000000000000044e+00,3.777020000552262502e+00,1.310275692913991152e+00,2.238401266233406073e+00,-4.255869671528930143e-01,1.214925920859057706e+00,2.044883141940957716e-01,5.821273289854007604e-01,6.029939242538970680e-04,4.678577900194715028e-05,8.130974154784537111e-01,-3.106419778169645235e-02,-1.831029159600463391e-02,4.210877712432980688e-04,-1.775709351668736330e-03,1.249342043160690590e-03,2.521460547030685614e-03
1.100000000000000089e+00,3.755967578085179337e+00,1.371789088958272007e+00,2.248854587215429301e+00,-4.431089396481380227e-01,1.211166754127349199e+00,2.031466349673690663e-01,5.756493081210003471e-01,4.860979939936462945e-04,1.349598609333323629e-04,8.176965326784685351e-01,-2.906702538735298630e-02,-1.564531263277594425e-02,-2.300432257462527250e-03,-1.620502643768299096e-03,1.184325535929207441e-03,2.182214968194098707e-03
1.150000000000000133e+00,3.734151284311688190e+00,1.432435618215042616e+00,2.259393444473003498e+00,-4.606348019883268474e-01,1.206180987861202647e+00,2.011396356516084727e-01,5.691200476508527784e-01,5.077380112200228319e-04,2.228404830551551489e-04,8.222542574569754459e-01,-2.904408573909172606e-02,-1.398577026363357831e-02,-3.618409865594600285e-03,-1.685609150561040003e-03,1.063473119721354034e-03,1.875639907513284915e-03
1.200000000000000178e+00,3.712393730169383232e+00,1.490856729618167620e+00,2.269064169788234775e+00,-4.752850253617859067e-01,1.197725788844395733e+00,1.987281637809031609e-01,5.626913361976351169e-01,5.979422063020756444e-04,5.465729488888503582e-04,8.266666824611049735e-01,-2.316583933164714781e-02,-1.445633437854048839e-02,-5.148505325482189213e-03,-1.713637583783535027e-03,9.978224881469139381e-04,1.748089234010934525e-03
1.250000000000000000e+00,3.689696726653610703e+00,1.547126318989558547e+00,2.278756532715875416e+00,-4.906614774878511054e-01,1.186360517587346841e+00,1.952968523776789089e-01,5.561716809808212592e-01,9.285636299647038626e-04,7.164114774165122705e-04,8.310665952853283356e-01,-2.103476848999295476e-02,-1.786017359863540169e-02,-4.924338166301935223e-03,-1.792302074416236802e-03,1.003307305396963084e-03,1.620765684822192800e-03
1.300000000000000044e+00,3.665944724350411299e+00,1.603596475190280701e+00,2.288116417544456827e+00,-5.068604072842041175e-01,1.176133692026622990e+00,1.912131629187479864e-01,5.496983814017163406e-01,1.106018720095558114e-03,7.378706918497806525e-04,8.353621500605387107e-01,-2.010199246929767272e-02,-1.900458683860010295e-02,-4.166712902187933235e-03,-1.736119211500996131e-03,1.016238358083847767e-03,1.596367194227223943e-03
1.350000000000000089e+00,3.640151167955566258e+00,1.661662926629043913e+00,2.297855024222668519e+00,-5.249902033796066680e-01,1.168067374640106459e+00,1.879158331579671992e-01,5.431361451119672834e-01,1.179322527044822724e-03,6.642354046678158571e-04,8.396435528619371480e-01,-2.092698008403871823e-02,-1.920111188167374430e-02,-4.513669620446895785e-03,-1.645672146960254880e-03,1.017855384019101693e-03,1.589747776674273151e-03
1.400000000000000133e+00,3.613614264248778962e+00,1.718935706575957179e+00,2.307167837105354558e+00,-5.425780695585565860e-01,1.159183469798795052e+00,1.842365069731172200e-01,5.365366312027096685e-01,1.263374732754936856e-03,6.623707957040310011e-04,8.438758253006548582e-01,-2.098733034448388088e-02,-1.955765843135351748e-02,-4.657737669036498412e-03,-1.652448210828956444e-03,1.024551658072830451e-03,1.579665439458302926e-03
1.450000000000000178e+00,3.587084736974759824e+00,1.775326302835670278e+00,2.315713603998936332e+00,-5.582562927901032479e-01,1.149963006196594417e+00,1.802278010470013125e-01,5.299777614829462857e-01,1.228338395944272637e-03,7.989062886450763170e-04,8.480102742697473994e-01,-1.753535497145393071e-02,-1.892135095073247189e-02,-4.928984519186592125e-03,-1.626321645798470706e-03,9.838633637507417356e-04,1.592724506566829722e-03
1.500000000000000000e+00,3.559533614422442316e+00,1.832097015786890770e+00,2.323913827650919917e+00,-5.742730951196082234e-01,1.141915014492860481e+00,1.757965860448174322e-01,5.233936101924890893e-01,1.086546638848831124e-03,8.541200584476780003e-04,8.520899123361337368e-01,-1.468680636457300043e-02,-1.619041112219506834e-02,-4.865309131330879285e-03,-1.569486858999344456e-03,9.608480702908941311e-04,1.598513852850350862e-03
1.550000000000000044e+00,3.530615628198668254e+00,1.888498765750200148e+00,2.332646902759101248e+00,-5.915331106534067462e-01,1.133346308766235211e+00,1.717711517626920315e-01,5.167112136744257400e-01,1.006337588649109218e-03,7.224694084677816229e-04,8.561588561626362059e-01,-1.530116136763731878e-02,-1.356196996231586252e-02,-4.946130938343652750e-03,-1.474183783928188643e-03,9.396593703193945307e-04,1.541796387330735419e-03
1.600000000000000089e+00,3.501315149872138210e+00,1.944688748403447631e+00,2.340675211345021545e+00,-6.076440942325387340e-01,1.124734973575288732e+00,1.674421302601027672e-01,5.100212872348093285e-01,9.216297184779646042e-04,7.575743389685001949e-04,8.601609519427925177e-01,-1.317982125437553234e-02,-1.176659160177081359e-02,-5.121981068097089876e-03,-1.417522251966243929e-03,9.390114011896631002e-04,1.508271476530796858e-03
1.650000000000000133e+00,3.470207062448849911e+00,2.002496702497433390e+00,2.349847802718848744e+00,-6.255591653173423472e-01,1.118244931370069084e+00,1.643872846553401379e-01,5.032178777401382641e-01,8.164255161703930664e-04,5.510053380598958599e-04,8.641590116206653294e-01,-1.574986651759355261e-02,-6.947568900262164615e-03,-5.992257468038911412e-03,-1.379559561595635484e-03,9.232253030119371134e-04,1.372672833873328372e-03
1.700000000000000178e+00,3.438767602026667536e+00,2.058912428051654420e+00,2.358254655930647647e+00,-6.422538247722735516e-01,1.109745850532739331e+00,1.607119049136451205e-01,4.963580116888364757e-01,7.898847726389278011e-04,5.350225992886392364e-04,8.681173964765186435e-01,-1.556293467585972631e-02,-6.181034803227790017e-03,-6.510480682580481633e-03,-1.309624838550403278e-03,9.073122312724129666e-04,1.218738455086655886e-03
1.750000000000000000e+00,3.406724502929192155e+00,2.112459473263943899e+00,2.367407219915542704e+00,-6.591390735770082943e-01,1.097239031654321684e+00,1.572028200016692134e-01,4.894824496699535232e-01,1.211812504444876541e-03,4.370183435079006817e-04,8.720121971569680941e-01,-2.017073971867087978e-02,-1.015130519548937058e-02,-6.597480006258885955e-03,-1.311771403495255641e-03,9.681783890240276040e-04,1.079861355365286778e-03
1.800000000000000044e+00,3.374175536804362885e+00,2.165913698780323138e+00,2.374791927824760229e+00,-6.745660957581225414e-01,1.085661076186847263e+00,1.524820914957087103e-01,4.826283827974618412e-01,1.350647871363309374e-03,4.439364170665174164e-04,8.758240821015895738e-01,-1.922782869698483679e-02,-1.166172795924536043e-02,-6.589902613957393518e-03,-1.267744328204264883e-03,1.055826468173096154e-03,1.039715052523395656e-03
1.850000000000000089e+00,3.341282374537514865e+00,2.216037860952384975e+00,2.382876611689197066e+00,-6.900831584353835924e-01,1.070393917981275589e+00,1.480015445390978623e-01,4.757734373143986395e-01,1.742479230025604587e-03,4.077834313010045091e-04,8.795660485858057820e-01,-2.219865050343616461e-02,-1.735652097521889897e-02,-6.193351796364912100e-03,-1.178827246265796731e-03,1.054364332732721926e-03,1.030801040228399848e-03
1.900000000000000133e+00,3.307455415416502564e+00,2.266257652083628837e+00,2.391018320763760752e+00,-7.051166590658097810e-01,1.055394612823908451e+00,1.443661735991474682e-01,4.688332341069583742e-01,2.098066948843556236e-03,4.818367230334973041e-04,8.832840791870192332e-01,-2.383623408922476428e-02,-2.379789798831741937e-02,-6.530987623348802514e-03,-1.135024809235850307e-03,1.037729548528876439e-03,9.837060130410354725e-04
1.950000000000000178e+00,3.271680314970794257e+00,2.318856486714464094e+00,2.398170238523698927e+00,-7.213004756486999236e-01,1.044703086490612387e+00,1.394650074483104463e-01,4.619206159789672195e-01,2.121216549985477286e-03,3.845637306992116247e-04,8.869186530255729339e-01,-2.493726493883180462e-02,-2.191211050877696007e-02,-6.506480107436144432e-03,-1.164088748204131869e-03,1.057258462504002700e-03,9.882526327162769516e-04
2.000000000000000000e+00,3.235329544795991552e+00,2.369452336816197935e+00,2.405095180654284626e+00,-7.373691119784241410e-01,1.031815069480796154e+00,1.343276088638259980e-01,4.549728785592783153e-01,2.205761249699227100e-03,1.971461164002299895e-04,8.905025409992957108e-01,-2.690097547404985204e-02,-2.142782710608797520e-02,-6.211123252111153820e-03,-1.075351529893824563e-03,1.111393389891603394e-03,9.858895954081064918e-04
2.050000000000000266e+00,3.198551272294605230e+00,2.419037536562050672e+00,2.411340272158398523e+00,-7.527610703336439224e-01,1.018417139380744629e+00,1.286395765079351439e-01,4.479826131446768556e-01,2.268113818716695554e-03,1.000931286207617924e-04,8.940393861352742277e-01,-2.755924227302559981e-02,-2.114239075039257842e-02,-5.792852611705682879e-03,-1.021239029981720623e-03,1.139818675632675148e-03,9.763972924279325054e-04
2.100000000000000089e+00,3.160436202463923205e+00,2.469132542505239947e+00,2.417433547469473254e+00,-7.687211352880082282e-01,1.006440469641276314e+00,1.230111326079669637e-01,4.409869384070870812e-01,2.148975005574442834e-03,-1.432628052516883934e-04,8.975109367225215795e-01,-2.856234353493092987e-02,-1.723376066120687472e-02,-5.593269916117302350e-03,-9.357027435952249526e-04,1.160252296579921067e-03,9.828844808115809288e-04
2.149999999999999911e+00,3.120855594095709229e+00,2.520353717549664196e+00,2.423211524306918552e+00,-7.855769195241049108e-01,9.964978878220446257e-01,1.176919054113273189e-01,4.338848655237627638e-01,1.828087654732365053e-03,-3.825539675812408185e-04,9.009663896158472962e-01,-2.828325079434663644e-02,-1.091667823056609483e-02,-5.717678638201851085e-03,-8.314634874070732026e-04,1.132070470716254815e-03,9.341978500753452940e-04
2.200000000000000178e+00,3.081245029618763009e+00,2.568963963921478744e+00,2.428406128138823838e+00,-8.012847816095939324e-01,9.848941792709727805e-01,1.113759826678807491e-01,4.267824580470674367e-01,1.656138512992424289e-03,-5.646029359686761387e-04,9.043526258777897509e-01,-2.868955804325165268e-02,-5.746294200915109084e-03,-5.397690992860629776e-03,-8.069461959170796603e-04,1.112851276614612930e-03,9.043855067772493513e-04
2.250000000000000000e+00,3.040811304346537014e+00,2.617535987835188482e+00,2.432974790001535048e+00,-8.166441865730786898e-01,9.733690434132500346e-01,1.053678883906050134e-01,4.196090138980674844e-01,1.359546212780453952e-03,-6.599444433323998528e-04,9.077036915001054362e-01,-2.677427823256238806e-02,-1.284879357566575363e-03,-5.329516172252794781e-03,-7.149836738873890148e-04,1.049260055167244897e-03,8.424134605493164294e-04
2.300000000000000266e+00,3.000042598098739077e+00,2.665461910765204667e+00,2.436671337603421250e+00,-8.307457369376882728e-01,9.620321669179600077e-01,9.893131301914101505e-02,4.123864969525652402e-01,1.090944417056107689e-03,-6.203456721077452293e-04,9.110081240816231274e-01,-2.305505525218511792e-02,2.786333202320334310e-03,-5.231049533480745459e-03,-7.112917724388784484e-04,1.003199523908292591e-03,7.741570889230144949e-04
2.350000000000000089e+00,2.954984488963209088e+00,2.717251894668609946e+00,2.442978385254042983e+00,-8.505021399998080600e-01,9.553364133380584100e-01,9.408533986415142103e-02,4.051868182491470405e-01,7.076003200792570051e-04,-1.107497645661447306e-03,9.142329654239584880e-01,-2.833474679415399350e-02,1.481538777657401620e-02,-5.661791556543279563e-03,-7.404045618025714313e-04,9.516164648338794677e-04,7.128697252422984887e-04
2.400000000000000355e+00,2.911082497034879424e+00,2.766058555657368689e+00,2.447896380823842755e+00,-8.672900524345666939e-01,9.453593913138556015e-01,8.858467398526299885e-02,3.979464742825039036e-01,5.024457408728432361e-04,-1.329292923794817049e-03,9.174075343786558534e-01,-3.015262587274824060e-02,2.089414978415311125e-02,-5.820946417860820184e-03,-7.343899850659307404e-04,9.279432792207896940e-04,6.378515912904506729e-04
2.450000000000000178e+00,2.867350611946175576e+00,2.811498578889159106e+00,2.452836779974144843e+00,-8.837869806994027577e-01,9.332896909281208631e-01,8.221225775116343393e-02,3.907812771407241925e-01,4.857614595207323648e-04,-1.694156203906384880e-03,9.204818777720861211e-01,-3.596911479809523915e-02,2.794675551366588087e-02,-5.430295497874948647e-03,-8.236278926054221459e-04,9.484708193012947536e-04,5.995086713182709451e-04
2.500000000000000000e+00,2.824291892682311289e+00,2.853741591969101599e+00,2.456106017093758975e+00,-8.981279424799517574e-01,9.190209777222825283e-01,7.497158032595968580e-02,3.835981117297332932e-01,4.773892228954332772e-04,-2.000317122922694747e-03,9.234978394713875272e-01,-3.886208080259409559e-02,3.336711092969828207e-02,-4.756388728797347407e-03,-8.395166723155861278e-04,1.005424007016499565e-03,5.698272710535325558e-04
2.550000000000000266e+00,2.781774384697349500e+00,2.894886427364556702e+00,2.457697754864480721e+00,-9.095629848091691949e-01,9.030633518994256592e-01,6.774728744935726299e-02,3.762613900860433125e-01,4.358611942557728781e-04,-1.922809244903267087e-03,9.265114565725269813e-01,-3.517052182143984296e-02,3.299261151146671428e-02,-4.321418839370211838e-03,-7.756995944704842601e-04,1.024761686203313690e-03,4.898545445644793012e-04
2.600000000000000089e+00,2.739109741774180318e+00,2.934895870421710296e+00,2.457955591222736658e+00,-9.193820094120995767e-01,8.874575620095372930e-01,5.995289630672337444e-02,3.688732596621941973e-01,3.319909446999612141e-04,-1.745400736517058963e-03,9.294780049385079623e-01,-2.923167834159424994e-02,3.401708927907052399e-02,-3.872140517089857088e-03,-7.872118594930742688e-04,1.077035576080035079e-03,4.246377602873822659e-04
2.650000000000000355e+00,2.696031667827972989e+00,2.974502918405391938e+00,2.458818657586394174e+00,-9.290931854325465977e-01,8.706107964815944511e-01,5.280571781800471459e-02,3.615071091732660613e-01,3.923411641129586182e-04,-1.603820127492597584e-03,9.323678908277557298e-01,-2.526557812702209804e-02,3.202768524493153357e-02,-3.548736355004032065e-03,-7.518948383750218793e-04,1.124107093289591604e-03,3.728252375316006939e-04
2.700000000000000178e+00,2.652088154513259521e+00,3.014691643799312537e+00,2.460927783954049097e+00,-9.388332641991156136e-01,8.530564622889983406e-01,4.669067140314221709e-02,3.541308291699702959e-01,6.738854199291335022e-04,-1.365418611907207383e-03,9.351946521135824364e-01,-2.423881866440254565e-02,2.686245789782046312e-02,-3.390280993962621267e-03,-8.149063016906786311e-04,1.152030059713232473e-03,3.140612616686476065e-04
2.750000000000000000e+00,2.604853630157344835e+00,3.057540061313760216e+00,2.464812784226860565e+00,-9.520829217240235343e-01,8.374819933579761289e-01,4.204370294552860210e-02,3.467925423822887931e-01,9.778258047191785377e-04,-1.310895844399798636e-03,9.379404341197841166e-01,-2.745407843613183879e-02,2.315853449692151234e-02,-3.652957384147898900e-03,-8.681774598308770758e-04,1.157867886975087052e-03,2.851250146099328976e-04
2.800000000000000266e+00,2.555814419021804174e+00,3.101740078941843226e+00,2.469219350373917266e+00,-9.659193100445855329e-01,8.226554186512088362e-01,3.808195658667327954e-02,3.393763377203436460e-01,1.213753968721575103e-03,-1.169975662669268165e-03,9.406491691134263311e-01,-3.058126103577210250e-02,1.784247501844082179e-02,-4.165658237024747086e-03,-9.111933450326513504e-04,1.071371779748317562e-03,2.536329869250930277e-04
2.850000000000000089e+00,2.505007517941627349e+00,3.145533500449577691e+00,2.474111322038994754e+00,-9.818885405155576285e-01,8.077819658255296353e-01,3.405268448555448524e-02,3.319964857493533650e-01,1.405251771985463341e-03,-1.254852956464893275e-03,9.432787414447515451e-01,-3.633637813347892487e-02,1.503970508961659062e-02,-4.642892984894302424e-03,-9.014004656597928529e-04,9.953405818246717149e-04,2.446337690073833396e-04
2.900000000000000355e+00,2.453425792964676777e+00,3.187282080473079038e+00,2.478798675811381358e+00,-9.986591468873563526e-01,7.933505657187351900e-01,2.960852960807888387e-02,3.246604669863584758e-01,1.508058874390993042e-03,-1.486684179739459263e-03,9.458282596247485907e-01,-4.345364007077628238e-02,1.568862219692276211e-02,-5.011803973893854021e-03,-9.085301180678755214e-04,9.137826785199228922e-04,2.769318998645432404e-04
2.950000000000000178e+00,2.404711127731623765e+00,3.221853609505616500e+00,2.481377471243244148e+00,-1.012283375476791480e+00,7.760002642777155124e-01,2.349154401794644950e-02,3.173567879590540874e-01,1.606289134479342486e-03,-1.689016306739898670e-03,9.483033460847030138e-01,-4.856566822071076150e-02,1.751124234361270057e-02,-4.852975921398486846e-03,-9.361886603801351401e-04,8.760110116524327068e-04,3.219130887940851548e-04
3.000000000000000000e+00,2.355481046002712020e+00,3.254232778887100164e+00,2.483037519527448111e+00,-1.026171615476691112e+00,7.597761389834498669e-01,1.692262012886263170e-02,3.100240473061910973e-01,1.544021604301662335e-03,-1.963582007795710866e-03,9.507254337793181742e-01,-5.303307150912995455e-02,2.305842846327845266e-02,-4.741041434619282929e-03,-9.740568928069594928e-04,8.342116068361182064e-04,3.753303378543123973e-04
3.050000000000000266e+00,2.307279446207279427e+00,3.282862971846820077e+00,2.483921195005930560e+00,-1.038597892564712133e+00,7.424636873880073873e-01,1.005990847321718874e-02,3.026571939386207277e-01,1.498729291822079599e-03,-2.224373454151307248e-03,9.530957081691462385e-01,-5.739664630778647941e-02,2.881294135057476530e-02,-4.527975289952837837e-03,-1.038864580116456411e-03,7.996710046895250893e-04,4.191980223162555265e-04
3.100000000000000089e+00,2.258612094340864740e+00,3.310885596794469699e+00,2.484005200835953886e+00,-1.050864091879576190e+00,7.254012462264198824e-01,3.218177455675320844e-03,2.952644355851062885e-01,1.362733036202319874e-03,-2.458527045393886848e-03,9.554114358128898976e-01,-6.024340894613390562e-02,3.480657562717567183e-02,-4.446764019442327708e-03,-1.057170837212955501e-03,7.557297134252759013e-04,4.472137334625915679e-04
3.150000000000000355e+00,2.209753515571056148e+00,3.338595591529468276e+00,2.483367713104738694e+00,-1.061934536208793078e+00,7.085409757665892538e-01,-3.413738108911343414e-03,2.878098482751711984e-01,1.262221204299237903e-03,-2.562210737106159625e-03,9.576833156683857151e-01,-6.149171814209298398e-02,3.917260312993134375e-02,-4.401031693504052489e-03,-1.091096426739190158e-03,7.133162706351352592e-04,4.613444853125951033e-04
3.200000000000000178e+00,2.156925844214921728e+00,3.369391093848216556e+00,2.484421111173436891e+00,-1.076994160224759467e+00,6.929494478586469830e-01,-9.252057506075930457e-03,2.803782527527849400e-01,1.180825604360974607e-03,-2.859827323076623729e-03,9.598846089097740064e-01,-6.700476650750993024e-02,4.401552656517306039e-02,-4.526554210398915645e-03,-1.102761113871840839e-03,6.589843352927735173e-04,4.963388904341380211e-04
3.250000000000000000e+00,2.102428188551721089e+00,3.401592107719280556e+00,2.485820241983694334e+00,-1.091976579326290775e+00,6.760636625702166613e-01,-1.440679181336462951e-02,2.729357699692992467e-01,1.245894275662404356e-03,-3.102293854936779248e-03,9.620264492162142744e-01,-7.276758595163593246e-02,4.542137130107013615e-02,-4.742918496252052085e-03,-1.089684665477483718e-03,6.238721694089311440e-04,5.221731432587641344e-04
